"","year","date","statefips","countyfips","ctfips","latitude","longitude","ds_o3_pred","ds_o3_stdd"
"3834","2016","10APR2016","55","105","55105001303","42.73339","-88.94172","30.2269","2.8021"
"3835","2016","10APR2016","55","105","55105002900","42.78101","-89.29198","30.4734","2.8904"
"3836","2016","10APR2016","55","105","55105003002","42.80168","-89.11307","30.4748","2.8463"
"3837","2016","10APR2016","55","105","55105003100","42.80181","-88.95325","30.4539","2.8023"
"3838","2016","10APR2016","55","105","55105003001","42.83565","-89.07194","30.5388","2.7628"
"3839","2016","11APR2016","55","105","55105001500","42.50099","-89.02769","41.3887","3.6911"
"3840","2016","11APR2016","55","105","55105001600","42.50188","-89.04802","41.4006","3.7461"
"3841","2016","11APR2016","55","105","55105001900","42.50673","-89.01721","41.354","3.6463"
"3842","2016","11APR2016","55","105","55105002000","42.50687","-89.06441","41.3421","3.7992"
"3843","2016","11APR2016","55","105","55105001700","42.51589","-89.04543","41.4253","3.7431"
"3844","2016","11APR2016","55","105","55105001800","42.51755","-89.02678","41.4108","3.8095"
"3845","2016","11APR2016","55","105","55105002100","42.53038","-89.05855","41.4235","3.9235"
"3846","2016","11APR2016","55","105","55105002300","42.53279","-89.02897","41.4402","3.7801"
"3847","2016","11APR2016","55","105","55105002602","42.53666","-88.9448","41.5122","3.9023"
"3848","2016","11APR2016","55","105","55105002500","42.53716","-89.01592","41.3714","3.8107"
"3849","2016","11APR2016","55","105","55105002200","42.54582","-89.09027","41.324","3.7825"
"3850","2016","11APR2016","55","105","55105003300","42.54762","-88.83378","41.4583","3.788"
"3851","2016","11APR2016","55","105","55105002700","42.54843","-89.24627","41.5889","3.9572"
"3852","2016","11APR2016","55","105","55105002601","42.55448","-88.99945","41.5014","3.7498"
"3853","2016","11APR2016","55","105","55105002400","42.56141","-89.02588","41.5862","3.786"
"3854","2016","11APR2016","55","105","55105001400","42.62309","-89.01896","41.6475","3.8083"
"3855","2016","11APR2016","55","105","55105001302","42.64148","-88.93872","41.7601","3.8279"
"3856","2016","11APR2016","55","105","55105001201","42.64202","-89.09185","41.6806","3.9186"
"3857","2016","11APR2016","55","105","55105001100","42.65795","-89.04421","41.7701","3.9535"
"3858","2016","11APR2016","55","105","55105001000","42.66515","-89.01236","41.7196","3.9289"
"3859","2016","11APR2016","55","105","55105002800","42.66682","-89.23995","41.9369","3.9603"
"3860","2016","11APR2016","55","105","55105000300","42.67417","-89.02437","41.8995","3.8946"
"3861","2016","11APR2016","55","105","55105000400","42.67738","-89.04153","41.8093","3.9943"
"3862","2016","11APR2016","55","105","55105000200","42.68317","-89.01108","41.8234","3.8418"
"3863","2016","11APR2016","55","105","55105000100","42.68356","-89.02426","41.7837","3.8385"
"3864","2016","11APR2016","55","105","55105000900","42.6843","-88.99207","41.8851","3.9147"
"3865","2016","11APR2016","55","105","55105000800","42.69536","-89.00179","41.9586","3.8628"
"3866","2016","11APR2016","55","105","55105000600","42.69674","-89.02224","41.9495","3.9589"
"3867","2016","11APR2016","55","105","55105000500","42.70099","-89.04299","41.9266","3.9721"
"3868","2016","11APR2016","55","105","55105000700","42.71025","-88.99385","41.8575","3.8136"
"3869","2016","11APR2016","55","105","55105001304","42.71477","-88.97057","41.8236","3.8558"
"3870","2016","11APR2016","55","105","55105003200","42.72317","-88.83716","41.8242","3.8809"
"3871","2016","11APR2016","55","105","55105001202","42.73139","-89.06797","41.7994","3.8139"
"3872","2016","11APR2016","55","105","55105001303","42.73339","-88.94172","41.7722","3.9182"
"3873","2016","11APR2016","55","105","55105002900","42.78101","-89.29198","42.0583","3.9953"
"3874","2016","11APR2016","55","105","55105003002","42.80168","-89.11307","42.0223","3.9359"
"3875","2016","11APR2016","55","105","55105003100","42.80181","-88.95325","41.9683","3.7793"
"3876","2016","11APR2016","55","105","55105003001","42.83565","-89.07194","42.2167","3.7826"
"3877","2016","12APR2016","55","105","55105001500","42.50099","-89.02769","45.6675","3.7896"
"3878","2016","12APR2016","55","105","55105001600","42.50188","-89.04802","45.8588","3.8104"
"3879","2016","12APR2016","55","105","55105001900","42.50673","-89.01721","45.7034","3.8303"
"3880","2016","12APR2016","55","105","55105002000","42.50687","-89.06441","46.0766","3.7797"
"3881","2016","12APR2016","55","105","55105001700","42.51589","-89.04543","45.8708","3.8368"
"3882","2016","12APR2016","55","105","55105001800","42.51755","-89.02678","45.6534","3.9143"
"3883","2016","12APR2016","55","105","55105002100","42.53038","-89.05855","45.8848","3.8451"
"3884","2016","12APR2016","55","105","55105002300","42.53279","-89.02897","45.8258","3.9162"
"3885","2016","12APR2016","55","105","55105002602","42.53666","-88.9448","45.3118","3.8326"
"3886","2016","12APR2016","55","105","55105002500","42.53716","-89.01592","45.6606","3.7783"
"3887","2016","12APR2016","55","105","55105002200","42.54582","-89.09027","46.1827","3.9011"
"3888","2016","12APR2016","55","105","55105003300","42.54762","-88.83378","44.9102","3.8887"
"3889","2016","12APR2016","55","105","55105002700","42.54843","-89.24627","46.546","4.0493"
"3890","2016","12APR2016","55","105","55105002601","42.55448","-88.99945","45.6416","3.9302"
"3891","2016","12APR2016","55","105","55105002400","42.56141","-89.02588","45.7992","3.8563"
"3892","2016","12APR2016","55","105","55105001400","42.62309","-89.01896","45.7742","4.0117"
"3893","2016","12APR2016","55","105","55105001302","42.64148","-88.93872","45.4837","3.8815"
"3894","2016","12APR2016","55","105","55105001201","42.64202","-89.09185","46.2136","3.8965"
"3895","2016","12APR2016","55","105","55105001100","42.65795","-89.04421","46.0189","3.9677"
"3896","2016","12APR2016","55","105","55105001000","42.66515","-89.01236","45.9262","3.9339"
"3897","2016","12APR2016","55","105","55105002800","42.66682","-89.23995","46.5691","3.9649"
"3898","2016","12APR2016","55","105","55105000300","42.67417","-89.02437","45.9852","3.9834"
"3899","2016","12APR2016","55","105","55105000400","42.67738","-89.04153","46.1069","3.9409"
"3900","2016","12APR2016","55","105","55105000200","42.68317","-89.01108","46.0142","4.0041"
"3901","2016","12APR2016","55","105","55105000100","42.68356","-89.02426","46.1201","3.9026"
"3902","2016","12APR2016","55","105","55105000900","42.6843","-88.99207","45.8242","3.9196"
"3903","2016","12APR2016","55","105","55105000800","42.69536","-89.00179","46.0687","3.9927"
"3904","2016","12APR2016","55","105","55105000600","42.69674","-89.02224","46.1101","4.044"
"3905","2016","12APR2016","55","105","55105000500","42.70099","-89.04299","46.3274","4.0701"
"3906","2016","12APR2016","55","105","55105000700","42.71025","-88.99385","45.8311","3.9298"
"3907","2016","12APR2016","55","105","55105001304","42.71477","-88.97057","45.8647","3.9369"
"3908","2016","12APR2016","55","105","55105003200","42.72317","-88.83716","45.4144","3.8499"
"3909","2016","12APR2016","55","105","55105001202","42.73139","-89.06797","46.4712","3.9643"
"3910","2016","12APR2016","55","105","55105001303","42.73339","-88.94172","45.7137","4.0295"
"3911","2016","12APR2016","55","105","55105002900","42.78101","-89.29198","46.8106","4.1503"
"3912","2016","12APR2016","55","105","55105003002","42.80168","-89.11307","46.9291","4.0856"
"3913","2016","12APR2016","55","105","55105003100","42.80181","-88.95325","46.2231","3.898"
"3914","2016","12APR2016","55","105","55105003001","42.83565","-89.07194","46.8292","3.8578"
"3915","2016","13APR2016","55","105","55105001500","42.50099","-89.02769","44.1918","3.8462"
"3916","2016","13APR2016","55","105","55105001600","42.50188","-89.04802","44.3251","3.9136"
"3917","2016","13APR2016","55","105","55105001900","42.50673","-89.01721","44.0053","3.8112"
"3918","2016","13APR2016","55","105","55105002000","42.50687","-89.06441","44.4448","3.7889"
"3919","2016","13APR2016","55","105","55105001700","42.51589","-89.04543","44.2018","3.8359"
"3920","2016","13APR2016","55","105","55105001800","42.51755","-89.02678","44.0357","3.8196"
"3921","2016","13APR2016","55","105","55105002100","42.53038","-89.05855","44.2538","3.848"
"3922","2016","13APR2016","55","105","55105002300","42.53279","-89.02897","43.9584","3.8625"
"3923","2016","13APR2016","55","105","55105002602","42.53666","-88.9448","43.3774","3.8296"
"3924","2016","13APR2016","55","105","55105002500","42.53716","-89.01592","43.9105","3.7622"
"3925","2016","13APR2016","55","105","55105002200","42.54582","-89.09027","44.4092","3.9534"
"3926","2016","13APR2016","55","105","55105003300","42.54762","-88.83378","42.5083","3.7454"
"3927","2016","13APR2016","55","105","55105002700","42.54843","-89.24627","45.2602","4.0651"
"3928","2016","13APR2016","55","105","55105002601","42.55448","-88.99945","43.636","3.8971"
"3929","2016","13APR2016","55","105","55105002400","42.56141","-89.02588","43.9537","3.937"
"3930","2016","13APR2016","55","105","55105001400","42.62309","-89.01896","43.6477","4.0243"
"3931","2016","13APR2016","55","105","55105001302","42.64148","-88.93872","42.8453","3.8236"
"3932","2016","13APR2016","55","105","55105001201","42.64202","-89.09185","44.0325","3.9073"
"3933","2016","13APR2016","55","105","55105001100","42.65795","-89.04421","43.6511","4.0132"
"3934","2016","13APR2016","55","105","55105001000","42.66515","-89.01236","43.3319","3.9102"
"3935","2016","13APR2016","55","105","55105002800","42.66682","-89.23995","44.7709","4.1475"
"3936","2016","13APR2016","55","105","55105000300","42.67417","-89.02437","43.2924","3.9914"
"3937","2016","13APR2016","55","105","55105000400","42.67738","-89.04153","43.377","3.9711"
"3938","2016","13APR2016","55","105","55105000200","42.68317","-89.01108","43.2337","3.9508"
"3939","2016","13APR2016","55","105","55105000100","42.68356","-89.02426","43.3309","3.7831"
"3940","2016","13APR2016","55","105","55105000900","42.6843","-88.99207","43.0389","3.9175"
"3941","2016","13APR2016","55","105","55105000800","42.69536","-89.00179","43.0625","3.8929"
"3942","2016","13APR2016","55","105","55105000600","42.69674","-89.02224","43.2984","3.9081"
"3943","2016","13APR2016","55","105","55105000500","42.70099","-89.04299","43.2926","3.9152"
"3944","2016","13APR2016","55","105","55105000700","42.71025","-88.99385","42.8288","3.9184"
"3945","2016","13APR2016","55","105","55105001304","42.71477","-88.97057","42.5654","3.9"
"3946","2016","13APR2016","55","105","55105003200","42.72317","-88.83716","41.398","3.7428"
"3947","2016","13APR2016","55","105","55105001202","42.73139","-89.06797","43.386","4.0074"
"3948","2016","13APR2016","55","105","55105001303","42.73339","-88.94172","42.2535","3.7532"
"3949","2016","13APR2016","55","105","55105002900","42.78101","-89.29198","44.7262","4.007"
"3950","2016","13APR2016","55","105","55105003002","42.80168","-89.11307","43.3358","3.9522"
"3951","2016","13APR2016","55","105","55105003100","42.80181","-88.95325","41.9237","3.7639"
"3952","2016","13APR2016","55","105","55105003001","42.83565","-89.07194","42.6437","3.8148"
"3953","2016","14APR2016","55","105","55105001500","42.50099","-89.02769","47.8203","3.3934"
"3954","2016","14APR2016","55","105","55105001600","42.50188","-89.04802","47.8919","3.2906"
"3955","2016","14APR2016","55","105","55105001900","42.50673","-89.01721","47.7418","3.3523"
"3956","2016","14APR2016","55","105","55105002000","42.50687","-89.06441","48.0548","3.3828"
"3957","2016","14APR2016","55","105","55105001700","42.51589","-89.04543","47.8788","3.3245"
"3958","2016","14APR2016","55","105","55105001800","42.51755","-89.02678","47.7821","3.3012"
"3959","2016","14APR2016","55","105","55105002100","42.53038","-89.05855","47.9534","3.2654"
"3960","2016","14APR2016","55","105","55105002300","42.53279","-89.02897","47.8417","3.3347"
"3961","2016","14APR2016","55","105","55105002602","42.53666","-88.9448","47.5104","3.3703"
"3962","2016","14APR2016","55","105","55105002500","42.53716","-89.01592","47.7435","3.304"
"3963","2016","14APR2016","55","105","55105002200","42.54582","-89.09027","48.1521","3.3511"
"3964","2016","14APR2016","55","105","55105003300","42.54762","-88.83378","47.5933","3.5421"
"3965","2016","14APR2016","55","105","55105002700","42.54843","-89.24627","49.9148","3.6529"
"3966","2016","14APR2016","55","105","55105002601","42.55448","-88.99945","47.6381","3.3922"
"3967","2016","14APR2016","55","105","55105002400","42.56141","-89.02588","47.8168","3.4033"
"3968","2016","14APR2016","55","105","55105001400","42.62309","-89.01896","47.8774","3.5492"
"3969","2016","14APR2016","55","105","55105001302","42.64148","-88.93872","47.8857","3.5308"
"3970","2016","14APR2016","55","105","55105001201","42.64202","-89.09185","48.2678","3.4942"
"3971","2016","14APR2016","55","105","55105001100","42.65795","-89.04421","48.0486","3.6652"
"3972","2016","14APR2016","55","105","55105001000","42.66515","-89.01236","48.1324","3.5757"
"3973","2016","14APR2016","55","105","55105002800","42.66682","-89.23995","49.4752","3.7906"
"3974","2016","14APR2016","55","105","55105000300","42.67417","-89.02437","48.2568","3.5764"
"3975","2016","14APR2016","55","105","55105000400","42.67738","-89.04153","48.1567","3.5167"
"3976","2016","14APR2016","55","105","55105000200","42.68317","-89.01108","48.2605","3.5837"
"3977","2016","14APR2016","55","105","55105000100","42.68356","-89.02426","48.2375","3.673"
"3978","2016","14APR2016","55","105","55105000900","42.6843","-88.99207","48.1706","3.648"
"3979","2016","14APR2016","55","105","55105000800","42.69536","-89.00179","48.2704","3.5975"
"3980","2016","14APR2016","55","105","55105000600","42.69674","-89.02224","48.2723","3.669"
"3981","2016","14APR2016","55","105","55105000500","42.70099","-89.04299","48.2527","3.5334"
"3982","2016","14APR2016","55","105","55105000700","42.71025","-88.99385","48.2802","3.6845"
"3983","2016","14APR2016","55","105","55105001304","42.71477","-88.97057","48.1699","3.5796"
"3984","2016","14APR2016","55","105","55105003200","42.72317","-88.83716","48.8496","3.5911"
"3985","2016","14APR2016","55","105","55105001202","42.73139","-89.06797","48.4549","3.6588"
"3986","2016","14APR2016","55","105","55105001303","42.73339","-88.94172","48.5034","3.5993"
"3987","2016","14APR2016","55","105","55105002900","42.78101","-89.29198","49.6491","3.7004"
"3988","2016","14APR2016","55","105","55105003002","42.80168","-89.11307","48.7303","3.8263"
"3989","2016","14APR2016","55","105","55105003100","42.80181","-88.95325","49.0861","3.7516"
"3990","2016","14APR2016","55","105","55105003001","42.83565","-89.07194","48.8593","3.6811"
"3991","2016","15APR2016","55","105","55105001500","42.50099","-89.02769","60.8595","3.7087"
"3992","2016","15APR2016","55","105","55105001600","42.50188","-89.04802","60.8331","3.6674"
"3993","2016","15APR2016","55","105","55105001900","42.50673","-89.01721","60.6856","3.8022"
"3994","2016","15APR2016","55","105","55105002000","42.50687","-89.06441","61.0208","3.7747"
"3995","2016","15APR2016","55","105","55105001700","42.51589","-89.04543","60.7482","3.6677"
"3996","2016","15APR2016","55","105","55105001800","42.51755","-89.02678","60.6343","3.7105"
"3997","2016","15APR2016","55","105","55105002100","42.53038","-89.05855","60.8171","3.7263"
"3998","2016","15APR2016","55","105","55105002300","42.53279","-89.02897","60.7853","3.771"
"3999","2016","15APR2016","55","105","55105002602","42.53666","-88.9448","60.1232","3.9049"
"4000","2016","15APR2016","55","105","55105002500","42.53716","-89.01592","60.5058","3.6891"
"4001","2016","15APR2016","55","105","55105002200","42.54582","-89.09027","61.2268","3.7833"
"4002","2016","15APR2016","55","105","55105003300","42.54762","-88.83378","59.7388","3.9965"
"4003","2016","15APR2016","55","105","55105002700","42.54843","-89.24627","62.6627","4.0587"
"4004","2016","15APR2016","55","105","55105002601","42.55448","-88.99945","60.4789","3.761"
"4005","2016","15APR2016","55","105","55105002400","42.56141","-89.02588","60.5111","3.8042"
"4006","2016","15APR2016","55","105","55105001400","42.62309","-89.01896","60.6194","3.8457"
"4007","2016","15APR2016","55","105","55105001302","42.64148","-88.93872","60.2013","3.9861"
"4008","2016","15APR2016","55","105","55105001201","42.64202","-89.09185","60.9428","3.921"
"4009","2016","15APR2016","55","105","55105001100","42.65795","-89.04421","60.7081","3.9546"
"4010","2016","15APR2016","55","105","55105001000","42.66515","-89.01236","60.4713","4.0003"
"4011","2016","15APR2016","55","105","55105002800","42.66682","-89.23995","62.3795","4.1837"
"4012","2016","15APR2016","55","105","55105000300","42.67417","-89.02437","60.7725","3.9243"
"4013","2016","15APR2016","55","105","55105000400","42.67738","-89.04153","60.8561","4.1247"
"4014","2016","15APR2016","55","105","55105000200","42.68317","-89.01108","60.6453","4.073"
"4015","2016","15APR2016","55","105","55105000100","42.68356","-89.02426","60.6203","4.147"
"4016","2016","15APR2016","55","105","55105000900","42.6843","-88.99207","60.4595","4.11"
"4017","2016","15APR2016","55","105","55105000800","42.69536","-89.00179","60.582","4.0075"
"4018","2016","15APR2016","55","105","55105000600","42.69674","-89.02224","60.6068","4.1533"
"4019","2016","15APR2016","55","105","55105000500","42.70099","-89.04299","60.6594","4.0071"
"4020","2016","15APR2016","55","105","55105000700","42.71025","-88.99385","60.3749","4.1288"
"4021","2016","15APR2016","55","105","55105001304","42.71477","-88.97057","60.4968","4.0309"
"4022","2016","15APR2016","55","105","55105003200","42.72317","-88.83716","60.0671","3.8778"
"4023","2016","15APR2016","55","105","55105001202","42.73139","-89.06797","61.074","3.9242"
"4024","2016","15APR2016","55","105","55105001303","42.73339","-88.94172","60.3082","4.121"
"4025","2016","15APR2016","55","105","55105002900","42.78101","-89.29198","62.5704","4.2826"
"4026","2016","15APR2016","55","105","55105003002","42.80168","-89.11307","61.3244","4.0931"
"4027","2016","15APR2016","55","105","55105003100","42.80181","-88.95325","60.6511","4.0714"
"4028","2016","15APR2016","55","105","55105003001","42.83565","-89.07194","61.279","4.0861"
"4029","2016","16APR2016","55","105","55105001500","42.50099","-89.02769","71.5241","4.0298"
"4030","2016","16APR2016","55","105","55105001600","42.50188","-89.04802","71.3076","3.9675"
"4031","2016","16APR2016","55","105","55105001900","42.50673","-89.01721","71.656","3.8964"
"4032","2016","16APR2016","55","105","55105002000","42.50687","-89.06441","71.3548","3.8593"
"4033","2016","16APR2016","55","105","55105001700","42.51589","-89.04543","71.5329","3.8347"
"4034","2016","16APR2016","55","105","55105001800","42.51755","-89.02678","71.6141","3.9187"
"4035","2016","16APR2016","55","105","55105002100","42.53038","-89.05855","71.4547","3.9298"
"4036","2016","16APR2016","55","105","55105002300","42.53279","-89.02897","71.6238","3.9306"
"4037","2016","16APR2016","55","105","55105002602","42.53666","-88.9448","72.0662","4.0908"
"4038","2016","16APR2016","55","105","55105002500","42.53716","-89.01592","71.6613","4.0667"
"4039","2016","16APR2016","55","105","55105002200","42.54582","-89.09027","71.1644","3.945"
"4040","2016","16APR2016","55","105","55105003300","42.54762","-88.83378","72.7142","4.2111"
"4041","2016","16APR2016","55","105","55105002700","42.54843","-89.24627","69.9453","4.3776"
"4042","2016","16APR2016","55","105","55105002601","42.55448","-88.99945","72.0776","4.1338"
"4043","2016","16APR2016","55","105","55105002400","42.56141","-89.02588","71.8037","4.101"
"4044","2016","16APR2016","55","105","55105001400","42.62309","-89.01896","72.313","4.2903"
"4045","2016","16APR2016","55","105","55105001302","42.64148","-88.93872","72.7123","4.3186"
"4046","2016","16APR2016","55","105","55105001201","42.64202","-89.09185","71.8087","4.3163"
"4047","2016","16APR2016","55","105","55105001100","42.65795","-89.04421","72.0704","4.3009"
"4048","2016","16APR2016","55","105","55105001000","42.66515","-89.01236","72.2361","4.3329"
"4049","2016","16APR2016","55","105","55105002800","42.66682","-89.23995","70.5724","4.3979"
"4050","2016","16APR2016","55","105","55105000300","42.67417","-89.02437","72.3613","4.2682"
"4051","2016","16APR2016","55","105","55105000400","42.67738","-89.04153","72.2328","4.3945"
"4052","2016","16APR2016","55","105","55105000200","42.68317","-89.01108","72.3757","4.4597"
"4053","2016","16APR2016","55","105","55105000100","42.68356","-89.02426","72.2261","4.3601"
"4054","2016","16APR2016","55","105","55105000900","42.6843","-88.99207","72.2615","4.3487"
"4055","2016","16APR2016","55","105","55105000800","42.69536","-89.00179","72.5772","4.3652"
"4056","2016","16APR2016","55","105","55105000600","42.69674","-89.02224","72.2797","4.447"
"4057","2016","16APR2016","55","105","55105000500","42.70099","-89.04299","72.118","4.4095"
"4058","2016","16APR2016","55","105","55105000700","42.71025","-88.99385","72.5274","4.4242"
"4059","2016","16APR2016","55","105","55105001304","42.71477","-88.97057","72.7146","4.4517"
"4060","2016","16APR2016","55","105","55105003200","42.72317","-88.83716","72.8999","4.394"
"4061","2016","16APR2016","55","105","55105001202","42.73139","-89.06797","72.0956","4.3868"
"4062","2016","16APR2016","55","105","55105001303","42.73339","-88.94172","72.608","4.5736"
"4063","2016","16APR2016","55","105","55105002900","42.78101","-89.29198","70.5635","4.6695"
"4064","2016","16APR2016","55","105","55105003002","42.80168","-89.11307","72.0309","4.5551"
"4065","2016","16APR2016","55","105","55105003100","42.80181","-88.95325","72.3756","4.358"
"4066","2016","16APR2016","55","105","55105003001","42.83565","-89.07194","72.215","4.4728"
"4067","2016","17APR2016","55","105","55105001500","42.50099","-89.02769","71.0117","3.8634"
"4068","2016","17APR2016","55","105","55105001600","42.50188","-89.04802","71.1401","3.8141"
"4069","2016","17APR2016","55","105","55105001900","42.50673","-89.01721","71.1127","3.9596"
"4070","2016","17APR2016","55","105","55105002000","42.50687","-89.06441","71.1176","3.9005"
"4071","2016","17APR2016","55","105","55105001700","42.51589","-89.04543","71.1456","3.8811"
"4072","2016","17APR2016","55","105","55105001800","42.51755","-89.02678","71.0282","3.9923"
"4073","2016","17APR2016","55","105","55105002100","42.53038","-89.05855","71.0501","3.8986"
"4074","2016","17APR2016","55","105","55105002300","42.53279","-89.02897","71.2107","3.8812"
"4075","2016","17APR2016","55","105","55105002602","42.53666","-88.9448","71.2703","4.1316"
"4076","2016","17APR2016","55","105","55105002500","42.53716","-89.01592","71.2647","4.04"
"4077","2016","17APR2016","55","105","55105002200","42.54582","-89.09027","70.9868","4.0221"
"4078","2016","17APR2016","55","105","55105003300","42.54762","-88.83378","71.575","4.3"
"4079","2016","17APR2016","55","105","55105002700","42.54843","-89.24627","70.1921","4.3238"
"4080","2016","17APR2016","55","105","55105002601","42.55448","-88.99945","71.1276","4.0132"
"4081","2016","17APR2016","55","105","55105002400","42.56141","-89.02588","71.0519","4.0802"
"4082","2016","17APR2016","55","105","55105001400","42.62309","-89.01896","71.0271","4.3503"
"4083","2016","17APR2016","55","105","55105001302","42.64148","-88.93872","71.1584","4.3549"
"4084","2016","17APR2016","55","105","55105001201","42.64202","-89.09185","70.7275","4.3599"
"4085","2016","17APR2016","55","105","55105001100","42.65795","-89.04421","70.9853","4.309"
"4086","2016","17APR2016","55","105","55105001000","42.66515","-89.01236","70.9149","4.343"
"4087","2016","17APR2016","55","105","55105002800","42.66682","-89.23995","70.2268","4.5249"
"4088","2016","17APR2016","55","105","55105000300","42.67417","-89.02437","70.9185","4.3216"
"4089","2016","17APR2016","55","105","55105000400","42.67738","-89.04153","70.7642","4.3345"
"4090","2016","17APR2016","55","105","55105000200","42.68317","-89.01108","70.8302","4.3172"
"4091","2016","17APR2016","55","105","55105000100","42.68356","-89.02426","70.8817","4.398"
"4092","2016","17APR2016","55","105","55105000900","42.6843","-88.99207","71.0011","4.364"
"4093","2016","17APR2016","55","105","55105000800","42.69536","-89.00179","70.9249","4.3444"
"4094","2016","17APR2016","55","105","55105000600","42.69674","-89.02224","70.892","4.4372"
"4095","2016","17APR2016","55","105","55105000500","42.70099","-89.04299","70.7721","4.4368"
"4096","2016","17APR2016","55","105","55105000700","42.71025","-88.99385","70.8589","4.4767"
"4097","2016","17APR2016","55","105","55105001304","42.71477","-88.97057","70.8672","4.3127"
"4098","2016","17APR2016","55","105","55105003200","42.72317","-88.83716","71.4706","4.367"
"4099","2016","17APR2016","55","105","55105001202","42.73139","-89.06797","70.7152","4.5162"
"4100","2016","17APR2016","55","105","55105001303","42.73339","-88.94172","70.8929","4.2292"
"4101","2016","17APR2016","55","105","55105002900","42.78101","-89.29198","70.2083","4.6699"
"4102","2016","17APR2016","55","105","55105003002","42.80168","-89.11307","70.5468","4.4976"
"4103","2016","17APR2016","55","105","55105003100","42.80181","-88.95325","70.9002","4.2655"
"4104","2016","17APR2016","55","105","55105003001","42.83565","-89.07194","70.4805","4.4905"
"4105","2016","18APR2016","55","105","55105001500","42.50099","-89.02769","66.9408","4.6059"
"4106","2016","18APR2016","55","105","55105001600","42.50188","-89.04802","66.7125","4.5547"
"4107","2016","18APR2016","55","105","55105001900","42.50673","-89.01721","66.9978","4.6721"
"4108","2016","18APR2016","55","105","55105002000","42.50687","-89.06441","66.7713","4.6624"
"4109","2016","18APR2016","55","105","55105001700","42.51589","-89.04543","66.8987","4.5901"
"4110","2016","18APR2016","55","105","55105001800","42.51755","-89.02678","67.0848","4.6081"
"4111","2016","18APR2016","55","105","55105002100","42.53038","-89.05855","66.8362","4.5849"
"4112","2016","18APR2016","55","105","55105002300","42.53279","-89.02897","67.013","4.6409"
"4113","2016","18APR2016","55","105","55105002602","42.53666","-88.9448","67.746","4.8956"
"4114","2016","18APR2016","55","105","55105002500","42.53716","-89.01592","67.217","4.762"
"4115","2016","18APR2016","55","105","55105002200","42.54582","-89.09027","66.7829","4.7093"
"4116","2016","18APR2016","55","105","55105003300","42.54762","-88.83378","68.6183","5.0815"
"4117","2016","18APR2016","55","105","55105002700","42.54843","-89.24627","65.8815","5.0928"
"4118","2016","18APR2016","55","105","55105002601","42.55448","-88.99945","67.2982","4.7936"
"4119","2016","18APR2016","55","105","55105002400","42.56141","-89.02588","67.1577","4.8"
"4120","2016","18APR2016","55","105","55105001400","42.62309","-89.01896","67.5905","5.0413"
"4121","2016","18APR2016","55","105","55105001302","42.64148","-88.93872","68.3623","4.934"
"4122","2016","18APR2016","55","105","55105001201","42.64202","-89.09185","67.1104","4.9688"
"4123","2016","18APR2016","55","105","55105001100","42.65795","-89.04421","67.5749","5.0661"
"4124","2016","18APR2016","55","105","55105001000","42.66515","-89.01236","67.9484","5.0115"
"4125","2016","18APR2016","55","105","55105002800","42.66682","-89.23995","66.1229","5.2494"
"4126","2016","18APR2016","55","105","55105000300","42.67417","-89.02437","67.8764","5.1128"
"4127","2016","18APR2016","55","105","55105000400","42.67738","-89.04153","67.5444","5.219"
"4128","2016","18APR2016","55","105","55105000200","42.68317","-89.01108","68.1489","5.037"
"4129","2016","18APR2016","55","105","55105000100","42.68356","-89.02426","67.7382","5.0771"
"4130","2016","18APR2016","55","105","55105000900","42.6843","-88.99207","68.24","5.0984"
"4131","2016","18APR2016","55","105","55105000800","42.69536","-89.00179","68.2277","5.1463"
"4132","2016","18APR2016","55","105","55105000600","42.69674","-89.02224","68.0565","5.1806"
"4133","2016","18APR2016","55","105","55105000500","42.70099","-89.04299","67.7841","5.0346"
"4134","2016","18APR2016","55","105","55105000700","42.71025","-88.99385","68.1415","5.0808"
"4135","2016","18APR2016","55","105","55105001304","42.71477","-88.97057","68.3959","5.0772"
"4136","2016","18APR2016","55","105","55105003200","42.72317","-88.83716","69.1227","5.1992"
"4137","2016","18APR2016","55","105","55105001202","42.73139","-89.06797","67.7571","5.0344"
"4138","2016","18APR2016","55","105","55105001303","42.73339","-88.94172","68.872","5.2224"
"4139","2016","18APR2016","55","105","55105002900","42.78101","-89.29198","66.1948","5.2782"
"4140","2016","18APR2016","55","105","55105003002","42.80168","-89.11307","67.7115","5.203"
"4141","2016","18APR2016","55","105","55105003100","42.80181","-88.95325","68.9487","5.2114"
"4142","2016","18APR2016","55","105","55105003001","42.83565","-89.07194","68.0084","5.1151"
"4143","2016","19APR2016","55","105","55105001500","42.50099","-89.02769","33.2926","2.9406"
"4144","2016","19APR2016","55","105","55105001600","42.50188","-89.04802","33.1764","2.8861"
"4145","2016","19APR2016","55","105","55105001900","42.50673","-89.01721","33.2573","2.9504"
"4146","2016","19APR2016","55","105","55105002000","42.50687","-89.06441","33.124","2.8749"
"4147","2016","19APR2016","55","105","55105001700","42.51589","-89.04543","33.2374","2.8693"
"4148","2016","19APR2016","55","105","55105001800","42.51755","-89.02678","33.2958","2.9084"
"4149","2016","19APR2016","55","105","55105002100","42.53038","-89.05855","33.1158","2.8925"
"4150","2016","19APR2016","55","105","55105002300","42.53279","-89.02897","33.2938","2.9241"
"4151","2016","19APR2016","55","105","55105002602","42.53666","-88.9448","33.8208","3.1387"
